"id","category","question","answer1","answer2","response1","response2","responses","stat","source","url","created","updated"
"8ainni80ur","healthandsafety","Do you think drinking coffee has health benefits?","Yes","No",0,0,0,"","","","2016-07-14T00:46:31.203Z","2016-07-14T00:46:31.203Z"
"8b8asd1m8q","financial","Do you save more than 50% of your paycheck?","Yes","No",0,0,0,"","","","2016-07-14T00:46:29.786Z","2016-07-14T00:46:29.786Z"
"8bsmms7x2r","healthandsafety","Does the fear of getting a ticket for littering actually deter you from littering?","Yes","No",0,0,0,"75 percent of people have admitted to littering in the past 5 years.","","","2016-07-14T01:37:56.805Z","2016-07-14T01:37:56.805Z"
"8c70ls9b55","environmental","Are you scared of dying in a volcano explosion?","Yes","No",0,0,0,"","","","2016-07-14T01:37:45.232Z","2016-07-14T01:37:45.232Z"
"8cs4if5v26","environmental","Do you know where your local garbage dump is?","Yes","No",0,0,0,"","","","2016-07-14T01:37:44.715Z","2016-07-14T01:37:44.715Z"
"8eiup9ugeo","socialandpolitical","Could you date a person who was rich due to their parents' acomplishments but not successful otherwise?","Yes","No",0,0,0,"","","","2016-07-14T01:38:08.945Z","2016-07-14T01:38:08.945Z"
"8f0tghoki9","healthandsafety","Are you at risk of gluten sensitivity?","Yes","No",0,0,0,"","","","2016-07-14T01:37:58.338Z","2016-07-14T01:37:58.338Z"
"8fo4oyw7yv","environmental","Do you think most Americans make a conscious effort to recycle used plastic water bottles?","Yes","No",0,0,0,"Americans buy over 29 billion bottles of water every year. Only 13% of those bottles are recycled.","National Geographic","http://facts.randomhistory.com/pollution-facts.html","2016-07-14T00:46:13.707Z","2016-07-14T00:46:13.707Z"
"8fpedpn6u5","ethical","If something at a yard sale is far more valuable than the posted price, would you let the seller know?","Yes","No",0,0,0,"According to CNN/RealSimple.com, you're under no obligation to correct the seller on the underpricing. One of the beauties of yard sales is such finds. Savor yours.","RealSimple.com","http://edition.cnn.com/2010/LIVING/wayoflife/03/10/rs.10.ethical.questions/","2016-07-14T00:46:21.580Z","2016-07-14T00:46:21.580Z"
"8gkvlx1lhs","financial","Do you have a brother or sister who has started his or her own company?","Yes","No",0,0,0,"According to a report titled äóěThe Anatomy of an Entrepreneuräóť by the Kauffman Foundation for Entrepreneurship, 15.2% of business founders had a sibling that previously started a business.","OnStartups.com","http://onstartups.com/tabid/3339/bid/10561/12-Facts-About-Entrepreneurs-That-Will-Likely-Surprise-You.aspx","2016-07-14T01:37:54.332Z","2016-07-14T01:37:54.332Z"
"8hnw7jr2h7","environmental","Have you ever swam in a lake?","Yes","No",0,0,0,"According to the U.S. Environmental Protection Agency, approximately 40% of the lakes in America are too polluted for fishing, aquatic life, or swimming.","U.S. Environmental Protection Agency","https://www.dosomething.org/us/facts/11-facts-about-pollution","2016-07-14T00:46:13.650Z","2016-07-14T00:46:13.650Z"
"8k1864k1kl","financial","Do you have at least $2,000 in retirement savings?","Yes","No",0,0,0,"According to Debt.com, 50 percent of working Americans have less than $2000 saved for retirement.","Debt.com","https://www.debt.com/solutions/money-management/facts-and-stats/personal-finance-statistics/","2016-07-14T01:37:54.845Z","2016-07-14T01:37:54.845Z"
"8ls4bpp906","ethical","Would you ever steal to keep you family from starving?","Yes","No",0,0,0,"","","","2016-07-14T01:37:51.628Z","2016-07-14T01:37:51.628Z"
"8oeuhjf35d","healthandsafety","Who do you think is more likely to be a victim of a weather related fatality, men or women?","Men","Women",0,0,0,"In 2013, 306 males were victims of weather related fatalities compared to 125 females (68% to 28%, respectively).","","","2016-07-14T01:37:58.735Z","2016-07-14T01:37:58.735Z"
"8owcepu6re","socialandpolitical","Do you think the goverment is working with your best interests in mind?","Yes","No",0,0,0,"","","","2016-07-14T00:46:46.167Z","2016-07-14T00:46:46.167Z"
"8pemcftnrs","ethical","Do you ever want to sleep with someone else?","Yes","No",0,0,0,"","","","2016-07-14T00:46:24.061Z","2016-07-14T00:46:24.061Z"
"8pnigu17k8","financial","Do you think NFL players should make more money?","Yes","No",0,0,0,"","","","2016-07-14T00:46:28.744Z","2016-07-14T00:46:28.744Z"
"8qcpoea9fn","financial","Does it bother you that white people on average have a net worth 9 times that of people of color?","Yes","No",0,0,0,"According to Debt.com, white households have 9 times more net worth than households of color. The average white household net worth is $110,637. The average household of color net worth is $12,377.","Debt.com","https://www.debt.com/solutions/money-management/facts-and-stats/personal-finance-statistics/","2016-07-14T01:37:54.683Z","2016-07-14T01:37:54.683Z"
"8qmbehb4sn","financial","Do you think most entrepreneurs started their first business at a young age?","Yes","No",0,0,0,"According to a report titled äóěThe Anatomy of an Entrepreneuräóť by the Kauffman Foundation for Entrepreneurship, the average and median age of company founders when they started their current companies was 40.","OnStartups.com","http://onstartups.com/tabid/3339/bid/10561/12-Facts-About-Entrepreneurs-That-Will-Likely-Surprise-You.aspx","2016-07-14T00:46:27.176Z","2016-07-14T00:46:27.176Z"
"8sc08rw9fm","healthandsafety","Do you think it is safer to swim in natural bodies of water or in swimming pools?","Natural bodies","Swimming Pools",0,0,0,"According to the CDC mortality statistics, men are significantly more likely to swim in natural bodies of water (rivers, lakes, oceans, etc.), and natural bodies of water are three times more deadly than swimming pools.","","","2016-07-14T00:46:36.435Z","2016-07-14T00:46:36.435Z"
"8sdow5yj7y","ethical","Do you think people are more likely to have an affair with a co-worker while on a business trip?","Yes","No",0,0,0,"According to the Journal of Marital and Family Therapy, 35% of men and women admit to infidelity on business trips.","American Association for Marriage and Family Therapy","http://www.statisticbrain.com/infidelity-statistics/","2016-07-14T00:46:19.729Z","2016-07-14T00:46:19.729Z"
"8sq6dtv6ag","environmental","Do you make a consious effort to avoid consuming synthetic chemicals?","Yes","No",0,0,0,"Today, there are between 300 and 500 chemicals in the average personäó»s body that were not found in anyoneäó»s body before 1920. Each year there are thousands of new chemicals sold or used in new products. There are more than 75,000 synthetic chemicals on the market today.","Wehr, Kevin. 2011. Green Culture: An A-to-Z Guide.","http://facts.randomhistory.com/pollution-facts.html","2016-07-14T00:46:14.720Z","2016-07-14T00:46:14.720Z"
"8tg54406uu","financial","Do you think CEO's make too much money?","Yes","No",0,0,0,"","","","2016-07-14T01:37:56.308Z","2016-07-14T01:37:56.308Z"
"8wr4qlyhp1","environmental","Have you ever donated to a charity that provides fresh drinking water to children in underdeveloped countries?","Yes","No",0,0,0,"Globally, 15 million children under the age of five die each year because of diseases caused by drinking water.","Wehr, Kevin. 2011. Green Culture: An A-to-Z Guide.","http://facts.randomhistory.com/pollution-facts.html","2016-07-14T01:37:41.919Z","2016-07-14T01:37:41.919Z"
"8xmqqupuxf","socialandpolitical","Do you think its time for an independent to be in the white house?","Yes","No",0,0,0,"","","","2016-07-14T01:38:10.111Z","2016-07-14T01:38:10.111Z"
"8yd845fre3","socialandpolitical","Do you believe that the top 1% should pay more in taxes?","Yes","No",0,0,0,"","","","2016-07-14T01:38:11.178Z","2016-07-14T01:38:11.178Z"
"8yru86agqx","ethical","Do you think men should shave their genital areas?","Yes","No",0,0,0,"","","","2016-07-14T01:37:50.424Z","2016-07-14T01:37:50.424Z"
"8yylson9vo","socialandpolitical","Do you believe the President of the United States is just a pawn for other controlling powers?","Yes","No",0,0,0,"","","","2016-07-14T00:46:47.156Z","2016-07-14T00:46:47.156Z"
"90uj35tk00","healthandsafety","Do you think married adults are more likely to visit the dentist than non-married adults?","Yes","No",0,0,0,"According to a 2013 Gallup-Health ways Well-Being Index survey, marital status influences dental decisions, with those who are married much more likely to report visiting the dentist annually than those who are not married.","","","2016-07-14T01:37:59.326Z","2016-07-14T01:37:59.326Z"
"90vle5ofe1","healthandsafety","Do you think it's safer to drive a motorcycle during the day or at night?","night","day",0,0,0,"","","","2016-07-14T00:46:37.830Z","2016-07-14T00:46:37.830Z"
"93outomeww","environmental","Do you think major cities have a responsibility to implement green building policies?","Yes","No",0,0,0,"Chicago, Illinois now has more than 517,000 acres (209,222 hectares) of vegetated roofsäóîmore than any other U.S. cityäóîwhich are helping to catch storm water, cool the urban environment, and provide rooftop gardens.","National Geographic","http://environment.nationalgeographic.com.au/environment/freshwater/pollution/","2016-07-14T00:46:16.631Z","2016-07-14T00:46:16.631Z"
"93xcusoxlm","financial","Do you expect to pay off your house by the time you retire?","Yes","No",0,0,0,"21 Percent of Americans aged 75+ are carrying mortgage debt into retirement.","USA Today","http://www.frugalrules.com/scary-money-statistics-change/","2016-07-14T00:46:25.527Z","2016-07-14T00:46:25.527Z"
"95lrf5lm5h","socialandpolitical","Do you think the goverment is working with your best interests in mind?","Yes","No",0,0,0,"","","","2016-07-14T01:38:09.380Z","2016-07-14T01:38:09.380Z"
"96dc9iuxst","healthandsafety","Do you think that foods labels ""Natural"" are inherently better for you?","Yes","No",0,0,0,"According to a 2014 Harris Poll, 62% of adults think that the word ""Natural"" on a label means the food is healthier, even though the term is not FDA regulated.","","","2016-07-14T01:38:00.666Z","2016-07-14T01:38:00.666Z"
"99km1dsqi6","socialandpolitical","Do you think that the state of Texas comprises more than 10% of the land mass of the United States?","Yes","No",0,0,0,"","","","2016-07-14T00:46:44.299Z","2016-07-14T00:46:44.299Z"
"9a33nticnr","socialandpolitical","Have you ever stayed in a relationship because it was financially beneficial for you?","Yes","No",0,0,0,"","","","2016-07-14T01:38:09.015Z","2016-07-14T01:38:09.015Z"
"9cd0qoqu87","socialandpolitical","Do you think there are more than 1 million homeless children in the U.S.?","Yes","No",0,0,0,"In 2012, the National Center on Family Homelessness analyzed state-level data and found that nationwide, 1.6 million children experience homelessness in a year. That's 1 in 45 children.","","","2016-07-14T01:38:07.421Z","2016-07-14T01:38:07.421Z"
"9dndubesnj","ethical","Is lying to protect somone okay?","Yes","No",0,0,0,"","","","2016-07-14T00:46:23.050Z","2016-07-14T00:46:23.050Z"
"9ff30k551e","healthandsafety","Do you think that drinking an energy drink before running will increase your endurance?","Yes","No",0,0,0,"According to the Journal of the International Society of Sports Nutrition, there is a zero percentage increase in one's endurance capacity after consuming a 16 oz. energy drink.","","","2016-07-14T01:38:02.002Z","2016-07-14T01:38:02.002Z"
"9j3bbuj932","socialandpolitical","Do you think the electoral collegel is a mess?","Yes","No",0,0,0,"","","","2016-07-14T00:46:47.425Z","2016-07-14T00:46:47.425Z"
"9jiu8ktqb8","socialandpolitical","Do you believe people should keep their political views out of the work place?","Yes","No",0,0,0,"","","","2016-07-14T00:46:44.119Z","2016-07-14T00:46:44.119Z"
"9jy7v8qa7e","environmental","Do you know where your trash is taken once it is picked up from your home?","Yes","No",0,0,0,"","","","2016-07-14T01:37:44.647Z","2016-07-14T01:37:44.647Z"
"9l0n5sfw7p","financial","Do you have a household budget?","Yes","No",0,0,0,"According to Healthways.com, only 32% of American families have a household budget","Healthways.com","","2016-07-14T00:46:24.289Z","2016-07-14T00:46:24.289Z"
"9pgj57xs0m","healthandsafety","Do you drink coffee every day?","Yes","No",0,0,0,"More than 50% of American adults drink coffee daily.","","","2016-07-14T01:37:57.866Z","2016-07-14T01:37:57.866Z"
"9qbx1fuygg","healthandsafety","Do you think people take greater risks with alcohol consumption when they are out on the lake?","Yes","No",0,0,0,"About 33% of guys admit to drinking on their most recent ""aquatic activity day,"" with the 16-25 year old portion averaging over 8 drinks.","","","2016-07-14T01:38:01.824Z","2016-07-14T01:38:01.824Z"
"9r56h0weo9","socialandpolitical","Do you think a wall around Texas would prevent illegal immigrants?","Yes","No",0,0,0,"","","","2016-07-14T01:38:08.267Z","2016-07-14T01:38:08.267Z"
"9to6or424h","environmental","Have you ever donated to a charity that provides fresh drinking water to children in underdeveloped countries?","Yes","No",0,0,0,"Globally, 15 million children under the age of five die each year because of diseases caused by drinking water.","Wehr, Kevin. 2011. Green Culture: An A-to-Z Guide.","http://facts.randomhistory.com/pollution-facts.html","2016-07-14T00:46:14.675Z","2016-07-14T00:46:14.675Z"
"9vuobpw4o1","healthandsafety","Do you worry about getting food poisoning?","Yes","No",0,0,0,"According to the CDC, every year one in six people contract a food-borne illness.","","","2016-07-14T01:38:02.168Z","2016-07-14T01:38:02.168Z"
"9wv9tdgipt","healthandsafety","Are you scared of jellyfish?","Yes","No",0,0,0,"Of the 2,000 known jellyfish species, only 70 cause serious harm to humans.","","","2016-07-14T01:38:02.118Z","2016-07-14T01:38:02.118Z"
"9ydstetd8s","socialandpolitical","Would you leave the  USA if Bernie Sanders was elected President ?","Yes","No",0,0,0,"","","","2016-07-14T01:38:11.513Z","2016-07-14T01:38:11.513Z"
"9ynl6cicc9","healthandsafety","Do you believe using a tanning bed is bad for your health?","Yes","No",0,0,0,"23% of people who use tanning beds four or more times a year are diagnosed with skin cancer","","","2016-07-14T00:46:30.686Z","2016-07-14T00:46:30.686Z"
"a0jhgbn5c5","socialandpolitical","Do you have to be drunk to make the first move?","Yes","No",0,0,0,"","","","2016-07-14T00:46:45.779Z","2016-07-14T00:46:45.779Z"
"a0slfxufpv","ethical","Should people be forced to die if/when indefinite lifespans are achieved?","Yes","No",0,0,0,"The day will eventually come when the problem that is biological aging is finally solved. Needless to say, the advent of indefinite lifespans could result in some serious negative consequences. How are we going to deal with the prospect of indefinite lifespans once they start to emerge?","io9. Gizmodo","http://io9.gizmodo.com/these-unresolved-ethical-questions-are-about-to-get-rea-512883836","2016-07-14T01:37:48.934Z","2016-07-14T01:37:48.934Z"
"a1m5xrkdw6","financial","Do you think NBA players should make less money?","Yes","No",0,0,0,"","","","2016-07-14T00:46:28.414Z","2016-07-14T00:46:28.414Z"
"a26pnygy9t","healthandsafety","Do you think males or females have a higher risk of dying from lightning related injuries?","Males","Females",0,0,0,"","","","2016-07-14T01:37:59.711Z","2016-07-14T01:37:59.711Z"
"a3uek83d8a","environmental","Have you littered in the past year?","Yes","No",0,1,1,"Over 51 billion pieces of litter are thrown onto the roads in the United States annually. Litter cleanup costs an estimated $11.5 billion in the U.S. each year.","Keep America Beautiful","http://facts.randomhistory.com/pollution-facts.html","2016-07-14T00:46:14.359Z","2016-07-14T00:46:14.359Z"
"a5f5tqcaf1","healthandsafety","Do you think there is any correlation between hair color and susceptibility to pain?","Yes","No",0,0,0,"Redheads need 20% more painkillers. A University of Washington in Louisville study reported that natural redheads are more susceptible to pain and need more anesthesia when they go under the knife than do people with other hair colors.","","","2016-07-14T01:38:00.554Z","2016-07-14T01:38:00.554Z"
"a69gj4rwd1","healthandsafety","Are you scared of jellyfish?","Yes","No",0,1,1,"Of the 2,000 known jellyfish species, only 70 cause serious harm to humans.","","","2016-07-14T00:46:36.911Z","2016-07-14T00:46:36.911Z"
"a6a9xhmc2r","financial","Do you think kids should have an allowance?","Yes","No",0,0,0,"","","","2016-07-14T00:46:28.321Z","2016-07-14T00:46:28.321Z"
"a7ysvtnm65","socialandpolitical","Would you vote more often in elections if you could vote via your phone?","Yes","No",0,0,0,"","","","2016-07-14T00:46:46.772Z","2016-07-14T00:46:46.772Z"
"ac8sy9r7mg","ethical","Do you think social conservaties are more negative than others about the state of moral values in America?","Yes","No",0,0,0,"According to Gallup, 80% of social conservatives consistently say the state of morals in America is getting worse.","Gallup","http://www.gallup.com/poll/183467/majority-say-moral-values-getting-worse.aspx","2016-07-14T01:37:46.221Z","2016-07-14T01:37:46.221Z"
"ac9ex4blhc","ethical","Is thinking of someone else while you have sex with your partner cheating?","Yes","No",0,0,0,"","","","2016-07-14T01:37:49.573Z","2016-07-14T01:37:49.573Z"
"ad7q6k6w72","financial","Do you think most people are out of debt by the time they retire?","Yes","No",0,0,0,"17 percent of retirees indicate that their current level of debt is higher than it was five years ago.","Debt.com","https://www.debt.com/solutions/money-management/facts-and-stats/personal-finance-statistics/","2016-07-14T01:37:54.746Z","2016-07-14T01:37:54.746Z"
"ad7qw0udv0","healthandsafety","Do you think men or women make up the majority of motorcycle related injuries?","men","women",0,0,0,"","","","2016-07-14T00:46:37.774Z","2016-07-14T00:46:37.774Z"
"ae91qd37dr","financial","Do you think people today are waiting until they are older to buy their first home?","Yes","No",0,0,0,"The median age for first-time homebuyers has remained virtually unchanged for the past 40 years: In 2015 it was 31 years old, compared with 30.6 in 1970-74","NerdWallet","https://www.nerdwallet.com/blog/mortgages/millennials-and-homebuying/?trk=nw_hp4_bv_indexpgtitle","2016-07-14T01:37:53.637Z","2016-07-14T01:37:53.637Z"
"afyi0s3f5l","ethical","Do you think infidelity is a serious problem in America?","Yes","No",0,0,0,"According to the Journal of Marital and Family Therapy, one or both spouses in 41% of marriages admit to infidelity, either physical or emotional.","American Association for Marriage and Family Therapy","http://www.statisticbrain.com/infidelity-statistics/","2016-07-14T00:46:19.380Z","2016-07-14T00:46:19.380Z"
"agox2ifdvm","environmental","There have only been six hurricanes on record to have hit the U.S. Pacific Coast.","TRUE","FALSE",0,0,0,"No hurricane is on record as ever hitting the U.S. Pacific Coast. Hurricanes have, however, hit the West Coast of Mexico.","Hojem, Benjamin. 2010. Hurricanes: Weathering the Storm","http://facts.randomhistory.com/hurricane-facts.html","2016-07-14T00:46:16.406Z","2016-07-14T00:46:16.406Z"
"ah2hyfjyft","recreational","Do you cross country ski?","Yes","No",0,0,0,"","","","2016-07-14T01:38:07.108Z","2016-07-14T01:38:07.108Z"
"ahdsuks0ee","environmental","Are you scared of dying in a volcano explosion?","Yes","No",0,0,0,"","","","2016-07-14T00:46:17.847Z","2016-07-14T00:46:17.847Z"
"ahyj80feko","ethical","Do you think most affairs are one-night stands?","Yes","No",0,0,0,"According to the Journal of Marital and Family Therapy, the average length of an affiar is 2 years.","American Association for Marriage and Family Therapy","http://www.statisticbrain.com/infidelity-statistics/","2016-07-14T01:37:46.818Z","2016-07-14T01:37:46.818Z"
"aido4fhr2k","healthandsafety","Do you think that you are at risk of catching rabies?","Yes","No",0,0,0,"","","","2016-07-14T01:37:57.723Z","2016-07-14T01:37:57.723Z"
"aiwpmq4fyb","healthandsafety","Do you feel safe driving in your city?","Yes","No",0,0,0,"","","","2016-07-14T01:37:57.284Z","2016-07-14T01:37:57.284Z"
"ajb18nhjxw","recreational","Do you play sport video games?","Yes","No",1,0,1,"","","","2016-07-14T00:46:41.741Z","2016-07-14T00:46:41.741Z"
"ajp1h32fom","socialandpolitical","Is aquiring personal wealth more important than having a best friend?","Yes","No",0,0,0,"","","","2016-07-14T01:38:08.418Z","2016-07-14T01:38:08.418Z"
"alqheo1a3i","ethical","Do you think most affairs happen with co-workers?","Yes","No",0,0,0,"According to the Journal of Marital and Family Therapy, 36% of men and women who admit to having an affair committed the affair with a co-worker.","American Association for Marriage and Family Therapy","http://www.statisticbrain.com/infidelity-statistics/","2016-07-14T00:46:19.667Z","2016-07-14T00:46:19.667Z"
"amwhiwjsir","financial","Do you think the national average credit score is good?","Yes","No",0,0,0,"A good credit score is above 700. The national average credit score is 692.","Economy Watch","http://www.economywatch.com/personal-finance/a-dozen-shocking-personal-finance-statistics.23-04.html","2016-07-14T01:37:53.430Z","2016-07-14T01:37:53.430Z"
"ane2dvw01u","recreational","Do you think boxing is safe?","Yes","No",0,0,0,"","","","2016-07-14T00:46:42.747Z","2016-07-14T00:46:42.747Z"
"anmot445u8","healthandsafety","Do you worry about poisonous spiders?","Yes","No",0,0,0,"Annually, in the U.S., less than 7 people die from being bitten by a poisonous spider.","","","2016-07-14T01:38:00.411Z","2016-07-14T01:38:00.411Z"
"aoq1sx9c82","recreational","Do you have a gun in your household?","Yes","No",0,0,0,"","","","2016-07-14T01:38:02.876Z","2016-07-14T01:38:02.876Z"
"arv08cxcsk","recreational","Do you like to shoot guns for fun?","Yes","No",0,0,0,"","","","2016-07-14T01:38:04.061Z","2016-07-14T01:38:04.061Z"
"asfqss1y8u","financial","Do you think being married makes someone a better entrepreneur?","Yes","No",0,0,0,"According to a report titled äóěThe Anatomy of an Entrepreneuräóť by the Kauffman Foundation for Entrepreneurship, 69.9 percent of respondents indicated they were married when they launched their first business.","OnStartups.com","http://onstartups.com/tabid/3339/bid/10561/12-Facts-About-Entrepreneurs-That-Will-Likely-Surprise-You.aspx","2016-07-14T01:37:54.376Z","2016-07-14T01:37:54.376Z"
"at8a70gu4v","ethical","Is paying for sex wrong?","Yes","No",0,0,0,"","","","2016-07-14T01:37:49.714Z","2016-07-14T01:37:49.714Z"
"auq6hk67h2","recreational","Would you try stand-up paddle-boarding?","Yes","No",0,0,0,"","","","2016-07-14T01:38:03.124Z","2016-07-14T01:38:03.124Z"
"auvrk9s7x1","ethical","More than 50% of all marriages in the world are arranged marriages.","TRUE","FALSE",0,0,0,"According to the Statistic Brain Research Institute, 53.25% of all marriages in the world are arranged.","Statistic Brain Research Institute","http://www.statisticbrain.com/arranged-marriage-statistics/","2016-07-14T00:46:20.044Z","2016-07-14T00:46:20.044Z"
"axryb25hym","ethical","Do you only date women that are shorter than you?","Yes","No",0,0,0,"","","","2016-07-14T01:37:51.369Z","2016-07-14T01:37:51.369Z"
"axx57d75j0","healthandsafety","Who do you think is more likely to try to save someone who is drowning, men or women?","men","women",0,0,0,"According to Royal Life Saving Society Australia, among would-be rescuers who drown, 69% of them are men.","","","2016-07-14T00:46:36.264Z","2016-07-14T00:46:36.264Z"
"ayh13lrtt6","healthandsafety","Do you think motorcycle accidents occur more frequently during the week or on weekends?","week","weekends",0,0,0,"","","","2016-07-14T00:46:37.921Z","2016-07-14T00:46:37.921Z"
"ayllj1y8yx","healthandsafety","Do you worry about pollution from highways?","Yes","No",0,0,0,"Air pollution on highways can be 10 times more than in the suburbs.","","","2016-07-14T01:38:00.762Z","2016-07-14T01:38:00.762Z"
"b0setpssoy","ethical","Have you ever lied on a resume or in a job interview?","Yes","No",0,0,0,"According to the Statistic Brain Research Institute, 31% of people admit to lying on their resumes.","Statistic Brain Research Institute","http://www.statisticbrain.com/lying-statistics/","2016-07-14T00:46:20.290Z","2016-07-14T00:46:20.290Z"
"b3l3fyl8p1","ethical","Have you ever had sex with more than one person at the same time?","Yes","No",0,0,0,"","","","2016-07-14T01:37:50.227Z","2016-07-14T01:37:50.227Z"
"b3r0tea1ex","environmental","Do you think paper bags are more environmentally friendly than plastic bags?","Yes","No",0,0,0,"Plastic bags are easier to recycle and require less energy to produce than paper bags.","Zimrig, Carl A. 2005. Cash for Your Trash. New Brunswick,","http://facts.randomhistory.com/2008/12/21_recycling.html","2016-07-14T01:37:41.378Z","2016-07-14T01:37:41.378Z"
"b568190vln","healthandsafety","Do you think you are at a higher risk of death/injury from tornados in Texas?","Yes","No",0,0,0,"","","","2016-07-14T00:46:33.893Z","2016-07-14T00:46:33.893Z"
"b5ake83b84","socialandpolitical","Are you apathatic when it comes to voting?","Yes","No",0,0,0,"","","","2016-07-14T01:38:12.228Z","2016-07-14T01:38:12.228Z"
"b6vpakm95f","ethical","Is it okay to introduce non-human DNA in our genome?","Yes","No",0,0,0,"Scientists endow lab animals with bits of human DNA all the time, but the opposite most assuredly doesnäó»t happen. And in fact, itäó»s illegal virtually everywhere. Some worry about the creation of chimeras äóî creatures that are part-human and part-something-else.","io9. Gizmodo","http://io9.gizmodo.com/these-unresolved-ethical-questions-are-about-to-get-rea-512883836","2016-07-14T01:37:48.825Z","2016-07-14T01:37:48.825Z"
"b8ad1nrc3c","financial","Do you fequently gamble with your money?","Yes","No",0,0,0,"","","","2016-07-14T01:37:56.578Z","2016-07-14T01:37:56.578Z"
"bd42q0avqr","ethical","Do you think women should take a birth control pill?","Yes","No",0,0,0,"","","","2016-07-14T01:37:50.471Z","2016-07-14T01:37:50.471Z"
"bdfbwc2fpx","ethical","Should we be allowed to clone humans?","Yes","No",0,0,0,"Many people consider human cloning to be an affront to our dignity and individuality. Others worry about the potential for clones to be exploited or abused. Supporters say thereäó»s no harm done so long as the rights of clones are recognized.","io9. Gizmodo","http://io9.gizmodo.com/these-unresolved-ethical-questions-are-about-to-get-rea-512883836","2016-07-14T01:37:48.776Z","2016-07-14T01:37:48.776Z"
"bexvbl4qhh","socialandpolitical","Do you think we would be better off as a country being governed on a state by state basis?","Yes","No",0,0,0,"","","","2016-07-14T01:38:10.156Z","2016-07-14T01:38:10.156Z"
"bfx9e3m1yr","financial","Do you think men care about how much money women make?","Yes","No",0,0,0,"","","","2016-07-14T00:46:28.221Z","2016-07-14T00:46:28.221Z"
"bhgiu9a4m8","healthandsafety","Do you believe using mobile technology for work makes your life better or worse?","Yes","No",2,0,2,"63% of Americans who report checking emails outside of working hours ""Frequently"" and who report spending 7+ hours per week working remotely say that their lives are thriving (Gallup)..","","","2016-07-14T00:46:33.645Z","2016-07-14T00:46:33.645Z"
"bidvyvmsfm","recreational","Do you drink alcohol to relieve stress?","Yes","No",0,0,0,"","","","2016-07-14T00:46:39.090Z","2016-07-14T00:46:39.090Z"
"blh1jegihk","recreational","Do you play checkers?","Yes","No",0,1,1,"","","","2016-07-14T00:46:41.578Z","2016-07-14T00:46:41.578Z"
"blhm42cig5","healthandsafety","Do you smoke more than once a month?","Yes","No",0,0,0,"","","","2016-07-14T00:46:30.484Z","2016-07-14T00:46:30.484Z"
"blp07o634f","socialandpolitical","Do you believe that the top 1% should pay more in taxes?","Yes","No",0,0,0,"","","","2016-07-14T00:46:47.996Z","2016-07-14T00:46:47.996Z"
"bnduipchbx","healthandsafety","Do you believe dental habits improve with income?","Yes","No",0,0,0,"The most pronounced differences in dental habits are those across income groups. Those who earn $120,000 or more annually in household income are about twice as likely as those who earn less than $12,000 to say they visited the dentist in the past 12 months, 82.3% vs. 42.7%, respectively.","","","2016-07-14T00:46:33.341Z","2016-07-14T00:46:33.341Z"
"bnev9omtd2","environmental","Are you scared of dying in a landslide?","Yes","No",0,0,0,"","","","2016-07-14T00:46:17.905Z","2016-07-14T00:46:17.905Z"
"bq63bcvbsh","healthandsafety","Do you think you will get HPV at some point in your lifetime?","Yes","No",0,0,0,"About 79 million Americans are currently infected with HPV. About 14 million people become newly infected each year. HPV is so common that most sexually-active men and women will get at least one type of HPV at some point in their lives.","","","2016-07-14T01:38:00.078Z","2016-07-14T01:38:00.078Z"
"bs1nhlk9nl","ethical","Have you ever lied to your doctor?","Yes","No",0,0,0,"According to the Statistic Brain Research Institute, 13% of patients lie to their doctor. 32% of people ""stretch the truth"" to their doctor.","Statistic Brain Research Institute","http://www.statisticbrain.com/lying-statistics/","2016-07-14T01:37:47.219Z","2016-07-14T01:37:47.219Z"
"buvoaoxmct","recreational","Do you use tabacco products other than cigarettes?","Yes","No",0,0,0,"","","","2016-07-14T00:46:41.384Z","2016-07-14T00:46:41.384Z"
"bwt0l4a2hk","ethical","Have you ever had sex with someone just to have sex?","Yes","No",0,0,0,"","","","2016-07-14T00:46:23.295Z","2016-07-14T00:46:23.295Z"
"bx1wc5qnhl","socialandpolitical","Do you believe welfare is something we should put our tax money towards?","Yes","No",0,0,0,"","","","2016-07-14T01:38:09.756Z","2016-07-14T01:38:09.756Z"
"byxh48iux5","financial","Do you think white men make more money than Indian men?","Yes","No",0,0,0,"","","","2016-07-14T00:46:28.886Z","2016-07-14T00:46:28.886Z"
"c0re5luila","financial","Do you think CEO's make too much money?","Yes","No",0,0,0,"","","","2016-07-14T00:46:29.449Z","2016-07-14T00:46:29.449Z"
"c1dfglh1b5","environmental","Do you think most developing countries do a good job of disposing of industrial waste?","Yes","No",0,0,0,"In developing countries, 70 percent of industrial wastes are dumped untreated into waters, polluting the usable water supply.","National Geographic","http://environment.nationalgeographic.com.au/environment/freshwater/pollution/","2016-07-14T00:46:16.553Z","2016-07-14T00:46:16.553Z"
"c2gp0k5urd","socialandpolitical","Do you think Trump will get the USA into another war?","Yes","No",0,0,0,"","","","2016-07-14T01:38:12.138Z","2016-07-14T01:38:12.138Z"
